latitude,longitude,frp
-31.4036,152.1586,25.9
-31.4001,152.1807,26.5
-31.3974,152.1756,25.9
-31.3973,123.6576,39.0
-31.3966,152.1457,54.0
-31.3966,152.5864,33.1
-31.395,152.597,13.4
-31.3947,152.1612,34.0
-31.393,152.5969,27.1
-31.3916,152.1779,20.5
-31.3912,152.1721,44.6
-31.3902,123.6554,9.2
-31.3872,123.656,22.6
-31.3848,152.5405,19.1
-31.3801,152.5722,20.9
-31.3789,152.5176,29.1
-31.3774,152.5282,10.8
-31.3738,152.3229,15.3
-31.3718,152.4402,36.2
-31.3703,152.4507,33.1
-31.3698,152.5283,6.7
-31.3696,152.5809,5.5
-31.3671,152.4718,11.8
-31.366999999999997,152.4526,12.8
-31.3656,152.4823,34.0
-31.3655,123.6661,18.8
-31.3644,152.3684,38.5
-31.3641,152.3668,107.3
-31.3637,152.5579,46.2
-31.3626,152.3773,82.9
-31.3623,152.4423,70.0
-31.3621,152.5683,46.7
-31.3609,152.3182,32.6
-31.3608,152.4529,279.4
-31.3606,152.5789,27.2
-31.3592,152.3722,59.1
-31.3584,152.3244,27.1
-31.3582,152.3441,13.3
-31.3569,152.577,17.6
-31.3566,152.3546,10.3
-31.3554,123.6645,18.4
-31.3551,152.365,28.3
-31.3547,152.556,55.5
-31.3542,152.3956,36.7
-31.354,152.3808,27.6
-31.3536,152.3755,28.7
-31.3535,152.3171,28.0
-31.3533,152.4404,9.0
-31.3531,152.5665,83.4
-31.351999999999997,152.386,39.6
-31.3518,152.451,22.3
-31.3515,152.5771,70.3
-31.3512,152.3649,26.5
-31.3505,152.3965,10.1
-31.3481,152.2232,17.0
-31.3479,152.2879,39.9
-31.3478,152.3146,27.6
-31.3465,152.3874,22.6
-31.3463,152.2984,51.8
-31.3463,152.5786,32.7
-31.3448,152.309,30.2
-31.3435,152.2545,8.0
-31.3421,152.2096,35.8
-31.3406,152.2109,13.9
-31.3404,152.2837,18.9
-31.3403,152.3053,18.9
-31.3391,152.2213,26.3
-31.3391,152.2215,17.8
-31.3389,152.2861,68.1
-31.3375,152.2296,10.8
-31.3373,152.2966,27.0
-31.3346,152.2132,15.7
-31.3184,152.1857,5.8
-31.3182,152.174,32.3
-31.3167,152.1845,46.2
-31.3156,152.1706,6.8
-31.3151,152.195,12.5
-31.3129,152.1682,23.9
-31.3107,152.791,11.9
-31.3091,152.8017,7.6
-31.3086,152.173,23.0
-31.3067,152.069,15.8
-31.3053,152.1748,24.1
-31.3052,152.0795,13.8
-31.304000000000002,152.8014,10.0
-31.3026,152.1605,18.8
-31.3024,152.0862,78.4
-31.3023,152.0358,62.6
-31.3021,152.097,35.7
-31.3008,152.0463,128.2
-31.2994,152.0821,25.8
-31.2993,152.0567,142.7
-31.2977,152.0672,269.7
-31.2976,152.1318,80.6
-31.2963,152.0131,32.2
-31.2962,152.0777,13.0
-31.2948,152.0235,264.6
-31.2946,152.1169,12.6
-31.294,152.0531,11.7
-31.2933,152.034,118.4
-31.2933,152.1303,22.2
-31.2932,152.0986,66.6
-31.291999999999998,152.005,20.7
-31.2918,152.0445,79.2
-31.2917,152.1091,34.9
-31.2916,152.1008,25.2
-31.2913,152.0381,13.7
-31.2903,152.0549,222.5
-31.2899,152.0805,54.5
-31.2899,152.7431,8.8
-31.2894,123.7159,12.1
-31.2888,152.0654,230.0
-31.2888,152.0857,29.6
-31.2884,152.0226,27.0
-31.2883,152.7536,49.9
-31.2873,152.0113,30.4
-31.2873,152.0759,13.1
-31.2872,152.0281,27.3
-31.2868,152.1354,12.2
-31.2867,152.7641,32.0
-31.2862,152.7623,7.6
-31.2858,152.0218,52.6
-31.2843,152.0322,25.2
-31.2784,152.7788,17.9
-31.2783,152.0095,19.5
-31.2768,152.02,19.1
-31.2758,152.7643,16.3
-31.2642,152.5414,12.9
-31.2626,152.5521,24.5
-31.2592,152.4591,17.4
-31.2558,152.545,21.9
-31.2548,152.4257,17.4
-31.2542,152.5557,27.4
-31.2524,152.4574,32.7
-31.2517,152.4466,318.7
-31.2502,152.4572,28.7
-31.2498,152.4432,40.1
-31.2458,152.4238,81.9
-31.2455,152.4888,35.8
-31.2443,152.4342,145.2
-31.2439,152.4994,37.5
-31.2427,152.4448,74.7
-31.2424,152.5099,62.5
-31.2408,152.5205,50.3
-31.2396,152.4658,22.3
-31.2394,152.4461,25.4
-31.2393,152.531,29.2
-31.2381,152.4763,54.9
-31.2367,152.4316,42.2
-31.2365,152.4869,191.5
-31.2353,152.4324,48.5
-31.2349,152.4976,34.6
-31.234,152.378,25.1
-31.2337,152.4429,79.4
-31.2334,152.50799999999998,43.9
-31.2322,152.4534,46.3
-31.2306,152.464,25.8
-31.2291,152.4745,37.1
-31.2289,152.4489,21.8
-31.2288,152.3886,23.0
-31.2281,152.3552,21.0
-31.2265,152.3657,31.8
-31.2263,152.4347,24.4
-31.2261,152.3737,25.3
-31.225,152.3761,113.2
-31.2244,152.506,66.9
-31.2235,152.3866,34.1
-31.2182,152.391,15.2
-31.2181,152.5484,16.3
-31.2176,152.3638,15.1
-31.2157,152.3771,14.4
-31.2154,152.5042,23.5
-31.2141,152.4499,38.1
-31.2138,152.5146,36.2
-31.2107,152.5358,79.7
-31.2091,152.5464,39.4
-31.2067,152.4375,59.2
-31.2055,152.5503,57.8
-31.2052,152.44799999999998,195.1
-31.2048,152.5809,41.7
-31.2036,152.4586,45.2
-31.2033,152.5232,308.1
-31.2022,152.5666,75.8
-31.2017,152.5337,1597.7
-31.2002,152.5444,98.6
-31.1998,152.5535,49.6
-31.1993,152.425,25.1
-31.1974,152.5404,29.0
-31.1944,152.5838,52.3
-31.1943,152.5213,359.1
-31.1927,152.532,1305.1
-31.1918,152.4127,36.3
-31.1917,152.569,344.1
-31.1911,152.5426,27.0
-31.1892,152.5553,301.4
-31.1868,152.5418,69.4
-31.1865,123.5791,13.0
-31.1861,123.8126,59.5
-31.1853,152.5197,32.1
-31.1837,152.5303,48.1
-31.1787,152.5573,99.1
-31.1781,152.3167,36.7
-31.1779,123.5849,11.3
-31.1777,123.79799999999999,14.5
-31.1761,123.811,45.1
-31.1761,152.5434,132.2
-31.1736,152.5294,80.0
-31.1731,152.5391,19.0
-31.1722,152.29399999999998,42.9
-31.1715,152.5497,241.5
-31.1711,152.3345,11.0
-31.1701,152.4339,15.3
-31.1699,152.5603,99.0
-31.1686,152.4444,11.3
-31.1684,152.5708,415.1
-31.1683,152.3189,14.6
-31.1683,152.56,30.4
-31.1675,152.2966,23.1
-31.1655,152.3037,18.7
-31.1652,152.5307,71.0
-31.1636,152.5412,250.8
-31.1632,152.2922,24.3
-31.1628,152.2886,19.8
-31.162,152.5519,437.0
-31.1605,152.5625,182.9
-31.1605,152.5771,26.5
-31.1561,152.5289,119.9
-31.1548,152.0323,183.9
-31.1546,152.5395,79.5
-31.1532,152.0428,639.1
-31.153000000000002,152.5501,34.7
-31.1517,152.0532,64.5
-31.1515,152.5606,37.6
-31.15,152.5795,41.1
-31.1499,152.5712,251.6
-31.1483,152.5818,125.3
-31.1471,152.5272,19.4
-31.146,152.0356,30.8
-31.1456,152.5377,12.4
-31.1445,152.0461,57.5
-31.143,152.0565,28.9
-31.1421,152.5366,15.1
-31.1409,152.5694,118.6
-31.1393,152.58,86.7
-31.1355,152.0443,132.3
-31.1345,152.5891,35.9
-31.134,152.0547,395.9
-31.1325,152.0651,106.0
-31.1319,152.5676,25.4
-31.1305,124.1913,48.6
-31.1303,152.5781,10.0
-31.1292,152.5849,35.3
-31.125999999999998,152.5446,16.1
-31.125,152.0529,27.9
-31.1248,152.1819,15.1
-31.1235,152.0633,112.3
-31.1211,152.0511,55.7
-31.1209,152.0592,63.3
-31.1179,152.0342,28.5
-31.1177,152.0414,56.1
-31.1154,152.0207,36.1
-31.1149,152.0266,47.2
-31.1145,152.0616,106.5
-31.113000000000003,152.072,36.2
-31.1125,152.0054,44.5
-31.1123,152.0125,41.1
-31.1108,152.0454,111.0
-31.1101,152.0618,115.8
-31.1091,151.995,19.8
-31.1085,152.1033,11.6
-31.1068,152.0439,89.3
-31.1066,152.0658,29.0
-31.1056,152.0598,30.7
-31.1042,152.0295,47.5
-31.104,152.0702,56.0
-31.1012,152.0135,29.6
-31.1011,152.0267,70.5
-31.0996,152.0372,16.7
-31.0993,152.474,48.2
-31.0992,152.0639,40.0
-31.0989,152.5391,58.5
-31.0977,152.4846,77.5
-31.0974,152.5497,57.0
-31.0966,152.058,33.4
-31.096,152.0463,70.3
-31.0958,152.5602,16.3
-31.0951,152.0041,28.5
-31.0951,152.0685,45.0
-31.0936,152.0145,94.3
-31.0933,152.0318,32.7
-31.0921,152.0249,56.0
-31.0906,152.0354,8.7
-31.0903,152.4722,68.9
-31.0899,152.5372,19.7
-31.0891,152.0459,16.8
-31.0887,152.4828,346.1
-31.0884,152.5477,31.9
-31.0877,151.9919,22.9
-31.0876,152.0563,45.3
-31.0875,152.5703,28.8
-31.0872,152.4933,51.1
-31.0868,152.5583,120.5
-31.0862,152.0023,147.7
-31.0851,152.0487,24.6
-31.0846,152.0127,146.0
-31.0846,152.0771,36.2
-31.0844,151.9836,41.5
-31.0831,152.0231,23.3
-31.0818,151.9701,53.1
-31.0818,152.4758,37.7
-31.0803,152.4863,38.1
-31.0802,151.9796,89.9
-31.0794,152.5459,11.7
-31.0787,151.9901,590.6
-31.0787,152.4967,10.6
-31.0778,152.5565,106.1
-31.0772,152.0005,729.5
-31.0762,152.5671,31.2
-31.0757,152.011,333.2
-31.0741,152.0214,28.7
-31.0737,151.9875,48.2
-31.0727,151.9674,297.4
-31.0712,151.9778,913.5
-31.070999999999998,151.9726,108.1
-31.0697,151.9883,1703.7
-31.0694,152.56,17.9
-31.0684,151.9589,16.5
-31.0682,151.9987,627.5
-31.0667,152.0092,103.5
-31.0644,151.9591,256.9
-31.0629,151.9696,1162.1
-31.0615,151.98,363.3
-31.0603,151.9762,34.5
-31.0599,151.9905,339.6
-31.0584,152.0009,137.9
-31.0576,151.9622,71.7
-31.0569,152.0114,28.1
-31.0555,151.9574,424.7
-31.054000000000002,151.9678,1345.1
-31.0525,151.9783,301.6
-31.051,151.9887,237.4
-31.0495,151.9991,210.0
-31.0482,152.5467,41.9
-31.0479,152.0096,10.3
-31.0467,152.5249,33.7
-31.0465,151.9556,143.7
-31.0455,152.5333,20.6
-31.045,151.966,693.6
-31.0435,151.9765,212.2
-31.0435,152.6055,48.7
-31.041999999999998,151.9869,256.3
-31.0411,152.5504,37.2
-31.0405,151.9973,395.9
-31.039,152.0078,122.7
-31.0376,152.5972,94.0
-31.0375,152.0182,7.1
-31.0365,152.5314,29.5
-31.035999999999998,151.9643,97.5
-31.0345,151.9747,191.5
-31.033,151.9852,1044.3
-31.0324,124.1007,9.4
-31.0318,152.625,45.7
-31.0315,151.9956,396.8
-31.03,152.006,331.7
-31.0298,152.60299999999998,126.8
-31.0285,152.0164,37.5
-31.026999999999997,151.9625,63.5
-31.0268,152.6217,25.1
-31.0267,152.5139,44.2
-31.0255,151.97299999999998,77.2
-31.0245,124.0833,21.5
-31.0244,151.9664,67.8
-31.024,151.9834,121.9
-31.0238,152.5951,74.3
-31.0226,151.9719,25.1
-31.0225,151.9939,50.2
-31.0217,152.5377,66.7
-31.0216,151.952,94.0
-31.0215,152.5068,62.0
-31.021,152.0043,86.0
-31.0206,124.089,23.7
-31.0199,151.9572,135.3
-31.0196,151.9503,25.8
-31.0196,152.5824,60.2
-31.0195,152.0147,59.9
-31.0184,152.5279,52.6
-31.0182,152.6217,35.5
-31.018,151.9608,95.8
-31.018,152.0251,8.9
-31.018,152.593,34.5
-31.0169,152.5382,90.8
-31.0165,151.9712,25.4
-31.0163,152.624,23.5
-31.0153,152.5488,33.7
-31.015,151.9817,17.0
-31.0141,152.4946,51.2
-31.014,124.0807,31.4
-31.0137,152.5595,13.5
-31.0135,151.9921,47.8
-31.0133,152.5104,51.7
-31.0125,152.5051,32.5
-31.0121,152.5699,151.8
-31.011999999999997,152.0025,35.9
-31.0107,124.0741,8.9
-31.0107,151.9543,33.7
-31.0106,151.9485,40.9
-31.0106,152.5805,1532.2
-31.0091,151.959,110.9
-31.009,151.9599,28.5
-31.009,152.5912,638.6
-31.0063,152.547,28.2
-31.0051,152.4927,30.2
-31.0047,152.5576,62.9
-31.0039,152.4382,7.7
-31.0035,152.5033,41.9
-31.0031,152.5682,408.8
-31.0026,152.5608,43.2
-31.0023,152.4487,35.4
-31.0015,152.5787,418.4
-31.0008,152.4591,25.6
-31.0001,151.9572,52.1
-30.9999,152.5894,223.7
-30.9992,152.4697,10.3
-30.9984,152.5999,126.2
-30.9961,152.4907,46.0
-30.9957,152.5558,17.2
-30.9945,152.5014,49.4
-30.9941,152.5664,133.3
-30.9928,152.4511,25.4
-30.9925,152.577,119.8
-30.9923,152.4761,24.8
-30.9913,152.4615,128.9
-30.9911,151.9554,10.7
-30.9909,152.5875,72.6
-30.9907,152.444,32.6
-30.9897,152.4721,52.4
-30.9881,152.4826,29.1
-30.9873,152.4644,21.0
-30.9872,151.1565,36.0
-30.9866,152.4931,49.6
-30.986,151.1486,10.7
-30.9852,152.4705,50.7
-30.9851,151.9328,32.4
-30.985,152.5038,59.4
-30.9847,152.4501,5.6
-30.9843,152.4471,28.3
-30.9836,151.9432,107.3
-30.9835,152.5143,21.3
-30.9832,151.1763,357.1
-30.9819,151.1695,235.1
-30.9817,151.2067,12.6
-30.9799,152.4961,36.7
-30.9794,151.9153,123.5
-30.9792,151.9219,21.6
-30.9788,151.19799999999998,123.7
-30.9785,152.4743,27.1
-30.9783,151.1891,189.4
-30.9779,151.9257,480.3
-30.9777,151.1907,209.5
-30.9767,152.4668,16.1
-30.9764,151.9362,166.6
-30.9762,151.9058,424.2
-30.976,152.5019,73.3
-30.9754,151.151,118.3
-30.9753,152.3178,20.1
-30.9751,151.173,157.3
-30.9751,151.2155,29.2
-30.9749,151.9466,22.3
-30.9745,152.5125,47.8
-30.9741,151.1433,59.9
-30.9741,152.3314,8.1
-30.9738,152.3281,22.9
-30.9737,151.2115,31.8
-30.9732,151.8901,110.1
-30.973000000000003,152.4999,45.8
-30.9723,152.3385,12.0
-30.9719,151.1982,68.4
-30.9719,151.9031,223.3
-30.9717,151.1557,51.0
-30.9712,151.1719,202.8
-30.9704,151.21,65.5
-30.9704,151.9135,823.4
-30.9699,151.1647,139.4
-30.9689,151.924,341.2
-30.9687,151.1814,44.1
-30.9676,151.126,12.8
-30.9674,151.9344,81.7
-30.9671,151.1931,48.3
-30.967,152.5001,13.5
-30.9668,151.1934,143.8
-30.9665,152.4926,32.7
-30.9658,151.1857,118.0
-30.9655,151.1646,40.4
-30.9651,151.9075,323.5
-30.9638,151.2189,17.4
-30.9634,151.1465,48.5
-30.9633,152.3369,9.3
-30.9632,152.3327,12.7
-30.9629,151.9014,68.0
-30.9626,151.2143,32.5
-30.9623,151.8928,140.5
-30.9621,151.1387,39.2
-30.9619,151.1206,22.0
-30.9616,151.2072,76.3
-30.9614,151.9118,281.2
-30.9606,151.2018,154.0
-30.9604,151.1314,366.4
-30.96,152.6725,32.1
-30.9599,151.9222,36.8
-30.9592,151.1675,49.0
-30.9591,151.2137,38.7
-30.959,151.1419,126.7
-30.9578,151.1606,46.5
-30.9575,151.1856,74.7
-30.9574,151.0977,11.2
-30.9558,151.197,118.9
-30.955,151.1879,80.6
-30.9544,151.1082,235.6
-30.954,151.8996,369.7
-30.954,151.9091,276.9
-30.9538,151.1807,63.6
-30.9535,151.1174,31.5
-30.9529,151.1188,271.1
-30.9527,152.3456,18.4
-30.9525,151.1804,31.6
-30.9525,151.91,255.8
-30.9525,152.6601,21.1
-30.9514,151.1295,234.4
-30.9514,151.8954,177.7
-30.951,151.9205,26.6
-30.9509,152.6706,76.5
-30.9506,151.2096,37.1
-30.95,151.1402,159.4
-30.9498,151.1359,75.6
-30.9496,151.2023,39.8
-30.949,151.1626,19.2
-30.9474,152.4277,18.2
-30.9468,151.096,9.6
-30.9459,151.9269,24.0
-30.9458,151.1562,448.9
-30.9453,151.0937,29.3
-30.9453,151.1066,226.4
-30.945,151.8978,317.9
-30.9439,151.1171,183.7
-30.9437,152.3439,59.2
-30.9435,151.9083,128.7
-30.943,151.9115,34.2
-30.9427,151.1711,84.0
-30.9424,151.1277,25.3
-30.9422,152.3543,77.1
-30.9415,151.1777,126.0
-30.9413,151.1138,43.8
-30.9406,152.3648,24.6
-30.9404,151.8976,28.1
-30.9394,151.154,126.0
-30.9387,152.6899,27.9
-30.9373,151.1339,218.7
-30.9373,151.1989,41.7
-30.9372,152.7005,81.4
-30.936,151.8961,234.1
-30.9356,152.711,191.7
-30.9347,152.3421,386.4
-30.9345,151.9065,123.2
-30.934,152.7216,61.3
-30.9334,151.1533,1395.4
-30.9331,152.3526,483.7
-30.933000000000003,151.9169,17.7
-30.9324,152.7323,45.3
-30.9316,152.363,43.6
-30.9313,151.174,221.3
-30.9313,152.6775,35.1
-30.9303,152.7256,31.6
-30.9297,152.688,279.3
-30.9293,151.1743,247.0
-30.9288,152.7046,61.8
-30.9281,152.6986,293.8
-30.9278,151.1561,224.7
-30.9273,152.3297,27.4
-30.927,151.8943,141.3
-30.9265,152.7091,281.3
-30.9257,152.3402,173.7
-30.9255,151.9048,431.4
-30.9251,152.6971,33.0
-30.925,152.7197,76.5
-30.9249,151.1961,41.1
-30.9241,152.3508,481.0
-30.924,151.9152,73.0
-30.9234,152.7304,59.9
-30.9226,152.3611,122.0
-30.9224,152.6823,11.4
-30.9222,152.6757,35.8
-30.9207,152.6862,80.7
-30.9204,152.3415,19.4
-30.9187,151.9065,30.0
-30.918000000000003,151.8926,556.5
-30.918000000000003,151.9005,47.9
-30.9172,152.3438,12.6
-30.9165,151.903,1371.4
-30.9161,151.8922,48.4
-30.915,151.9134,272.6
-30.9147,152.171,8.7
-30.9143,152.7285,123.0
-30.9135,151.9238,197.3
-30.9127,152.7391,58.7
-30.9126,151.1931,28.9
-30.912,151.9343,87.0
-30.9105,151.9447,52.5
-30.9091,151.8908,13.0
-30.909000000000002,151.9551,43.5
-30.9081,151.9108,30.0
-30.9076,151.9012,207.4
-30.9074,151.9049,37.2
-30.9061,151.9116,113.5
-30.9055,151.8969,38.7
-30.9053,152.7266,51.8
-30.9049,151.8889,34.9
-30.9045,151.9221,327.6
-30.903000000000002,151.9325,384.5
-30.903000000000002,151.9449,18.8
-30.9028,152.1255,7.3
-30.9015,151.8938,31.2
-30.9015,151.9429,626.1
-30.901,152.6931,231.2
-30.9001,151.9297,64.1
-30.9,151.9533,362.7
-30.8997,151.9145,29.3
-30.8994,152.7036,191.8
-30.8991,152.7331,24.6
-30.8985,151.9637,126.8
-30.8973,151.9144,82.2
-30.8963,151.9184,25.2
-30.8956,151.9203,35.2
-30.8953,151.9648,28.3
-30.8951,152.6701,28.5
-30.895,151.9373,74.0
-30.8946,151.9,75.4
-30.8941,151.9307,153.4
-30.8935,152.2524,15.8
-30.8935,152.6806,113.9
-30.8926,151.9411,303.8
-30.8924,151.9492,149.1
-30.892,152.6912,782.5
-30.8913,151.9419,73.1
-30.8911,151.9515,59.4
-30.8904,152.2733,41.1
-30.8904,152.7018,670.2
-30.8895,151.9338,382.1
-30.8877,152.6576,24.2
-30.8869,151.9808,54.7
-30.8867,151.9189,99.8
-30.8861,152.6682,119.6
-30.8861,152.7217,46.9
-30.885,151.9933,94.7
-30.8845,152.2506,28.9
-30.8845,152.6787,255.2
-30.8844,151.9892,52.1
-30.8842,151.9665,497.3
-30.8835,152.0038,46.2
-30.8835,152.7074,47.4
-30.8834,152.6242,17.8
-30.883000000000003,152.261,25.3
-30.883000000000003,152.6853,233.1
-30.8829,152.6893,147.4
-30.8818,152.6346,52.4
-30.8813,152.6998,17.7
-30.8811,151.9499,492.1
-30.8804,152.63,33.7
-30.8803,152.6452,79.1
-30.8802,151.9946,46.4
-30.8801,152.7157,63.9
-30.8799,152.2819,32.4
-30.8787,151.9981,48.2
-30.8784,152.2924,30.2
-30.8783,151.9351,38.7
-30.8776,152.7013,37.9
-30.8776,152.7106,280.9
-30.8768,151.985,94.6
-30.8758,151.9825,210.3
-30.8758,152.7245,23.6
-30.8753,151.9954,21.7
-30.8752,152.6277,23.9
-30.8748,152.2999,51.3
-30.8748,152.6224,16.6
-30.8736,152.6383,12.3
-30.8732,152.7107,29.6
-30.8729,151.9669,350.2
-30.8709,152.2801,82.9
-30.87,151.9517,26.9
-30.8696,152.6472,49.3
-30.8696,152.6806,60.5
-30.8694,151.9728,8.9
-30.8694,152.2906,84.9
-30.8679,152.3011,12.3
-30.8678,151.9832,205.7
-30.8677,152.6154,99.8
-30.8663,151.9936,95.1
-30.8662,152.6259,82.4
-30.8655,151.988,62.1
-30.865,152.2574,52.2
-30.8635,152.2679,53.2
-30.8624,151.9715,29.9
-30.8619,152.2783,82.8
-30.8618,152.0249,24.9
-30.8603,152.0354,15.2
-30.8594,151.9776,59.3
-30.8587,152.6134,53.3
-30.8575,152.2452,66.5
-30.8573,151.9918,53.5
-30.8571,152.6241,30.8
-30.855999999999998,152.2557,268.5
-30.8558,152.0022,62.9
-30.8547,151.9913,56.7
-30.8545,152.2661,355.5
-30.8543,152.0126,36.0
-30.8529,152.2765,49.5
-30.8528,152.0231,23.2
-30.8517,151.9757,15.9
-30.8497,152.6116,56.0
-30.8481,152.6222,18.3
-30.8469,152.0005,50.6
-30.8454,152.0109,179.8
-30.8454,152.5782,40.2
-30.8438,152.0214,182.6
-30.8422,152.5992,36.8
-30.8406,152.6097,24.5
-30.8382,152.0246,18.8
-30.8348,152.5868,71.8
-30.8345,152.6095,25.2
-30.8332,152.5973,78.9
-30.8327,152.4131,63.0
-30.8321,152.4188,32.0
-30.8312,152.4236,62.8
-30.8296,152.434,24.2
-30.8281,152.4446,26.4
-30.8264,152.5798,34.5
-30.8254,152.4127,49.2
-30.8216,152.4326,22.6
-30.819000000000003,152.4429,24.6
-30.8187,152.4173,17.0
-30.8184,152.4168,28.7
-30.8169,152.4248,24.9
-30.8068,152.4013,36.9
-30.8053,152.4117,54.2
-30.8037,152.4222,33.7
-30.8022,152.4327,37.3
-30.8006,152.4433,21.6
-30.7978,152.3994,20.2
-30.7972,152.775,26.2
-30.7955,152.7857,69.6
-30.7939,152.7964,13.8
-30.7931,152.4308,62.3
-30.7916,152.4414,76.9
-30.7888,152.3976,12.2
-30.7881,152.7733,17.3
-30.7872,152.408,42.3
-30.7865,152.7838,39.6
-30.785999999999998,152.3539,14.6
-30.7849,152.7944,59.9
-30.7833,152.8051,180.6
-30.7822,152.7882,38.9
-30.7816,152.8158,94.2
-30.781,152.4501,23.7
-30.78,152.8265,122.5
-30.779,152.7715,48.4
-30.7785,152.3416,27.1
-30.7784,152.8371,140.3
-30.7774,152.782,50.3
-30.776999999999997,152.3521,38.3
-30.7768,152.8476,39.0
-30.7752,152.8583,10.6
-30.772,152.4482,107.6
-30.771,152.3294,8.9
-30.771,152.8246,11.0
-30.77,152.7697,84.9
-30.7693,152.8352,39.0
-30.7684,152.7802,66.6
-30.7653,152.7782,48.0
-30.7646,152.4358,20.1
-30.763,152.4463,29.5
-30.7625,152.7614,12.2
-30.7571,152.4236,11.7
-30.7511,152.3627,51.1
-30.7496,152.1044,18.1
-30.7489,152.4401,33.4
-30.7481,152.1147,32.2
-30.7465,152.6816,57.2
-30.7456,152.3133,8.6
-30.7449,152.6923,34.1
-30.7443,152.3542,37.1
-30.744,152.3239,26.2
-30.743000000000002,152.4451,41.2
-30.7429,152.3346,47.0
-30.7407,152.1024,14.4
-30.7401,152.4296,32.2
-30.7399,152.6862,33.7
-30.7391,152.1129,15.7
-30.7391,152.4506,35.4
-30.739,152.6693,15.8
-30.738000000000003,152.3578,46.1
-30.7374,152.6798,34.3
-30.7371,152.3169,23.3
-30.7369,152.3523,20.0
-30.7365,152.436,93.2
-30.7359,152.6903,8.1
-30.7355,152.3274,32.2
-30.7352,152.4378,70.6
-30.7347,152.0798,19.8
-30.734,152.3379,592.6
-30.7332,152.0902,47.9
-30.7328,152.3824,35.4
-30.7325,152.3482,321.0
-30.7323,152.447,37.5
-30.732,152.0842,11.1
-30.7319,152.3854,36.7
-30.7317,152.1006,27.5
-30.7302,152.111,35.7
-30.73,152.6675,39.4
-30.7296,152.3047,20.4
-30.7295,152.43200000000002,49.4
-30.7293,152.3714,20.6
-30.7288,152.4297,75.0
-30.7286,152.1215,21.0
-30.7284,152.6779,19.4
-30.7283,152.3906,39.6
-30.7281,152.3151,102.7
-30.7265,152.3256,198.3
-30.7264,152.3727,50.5
-30.7264,152.6818,29.7
-30.7259,152.3773,31.0
-30.7259,152.4386,40.1
-30.725,152.3361,1207.1
-30.7247,152.35399999999998,41.9
-30.7243,152.1039,15.8
-30.7237,152.4543,25.3
-30.7234,152.3465,704.6
