latitude,longitude,frp
-30.7232,152.4238,19.5
-30.7219,152.4336,37.0
-30.7218,152.3017,35.0
-30.7212,152.1092,18.1
-30.7209,152.6655,37.6
-30.7196,152.1197,106.5
-30.7194,152.67600000000002,15.6
-30.7182,152.6526,33.3
-30.7174,152.3303,21.3
-30.7165,152.3265,61.0
-30.7161,152.1204,26.8
-30.715999999999998,152.3343,19.6
-30.7146,152.3152,39.5
-30.7144,152.3447,14.8
-30.7119,152.6636,35.9
-30.7102,152.8602,27.1
-30.7099,152.3275,31.9
-30.7097,152.3171,64.9
-30.7091,152.1284,12.2
-30.7076,152.1388,37.4
-30.706999999999997,152.3122,47.3
-30.7068,152.3335,26.8
-30.7047,152.6481,21.7
-30.7045,152.3423,39.9
-30.7043,152.2979,31.2
-30.7042,152.3806,26.9
-30.7041,152.3186,50.7
-30.7029,152.6618,26.1
-30.7018,152.2879,84.8
-30.7016,152.3663,62.7
-30.7014,152.3041,46.9
-30.7013,152.2452,620.8
-30.7002,152.1265,69.8
-30.6997,152.1191,57.8
-30.6997,152.2556,312.3
-30.6988,152.3509,44.2
-30.6986,152.137,27.4
-30.6985,152.2881,24.4
-30.6971,152.1474,68.7
-30.697,152.3105,126.4
-30.6961,152.3363,48.0
-30.6956,152.1579,9.3
-30.6947,152.1271,68.8
-30.6945,152.1227,65.1
-30.694000000000003,152.1684,11.5
-30.6938,152.6599,28.7
-30.6936,152.3227,49.7
-30.6923,152.2434,327.9
-30.6921,152.1736,45.4
-30.6917,152.1111,10.5
-30.6914,152.3372,52.0
-30.6912,152.6438,35.7
-30.6908,152.3075,24.8
-30.6907,152.2538,136.2
-30.69,152.1798,27.2
-30.6894,152.1588,50.8
-30.6883,152.285,38.4
-30.6873,152.653,24.6
-30.6871,152.1644,78.4
-30.6854,152.339,8.1
-30.685,152.1666,19.0
-30.685,152.2758,22.3
-30.6845,152.15,21.0
-30.6835,152.1769,19.5
-30.6835,152.308,238.0
-30.6829,152.3249,34.5
-30.6823,152.2608,25.4
-30.6805,152.2552,95.0
-30.6799,152.3087,38.9
-30.6783,152.3325,69.5
-30.6782,152.6511,10.8
-30.677,152.2928,83.8
-30.6765,152.1678,11.2
-30.6754,152.2797,56.4
-30.6745,152.1752,55.1
-30.6744,152.2787,75.3
-30.673000000000002,152.1856,27.5
-30.6728,152.2501,24.1
-30.6717,152.2645,140.8
-30.6713,152.8083,6.8
-30.6681,152.8295,13.3
-30.6665,152.8401,14.8
-30.6638,152.2482,106.7
-30.6627,152.2731,23.1
-30.6623,152.2585,90.8
-30.6617,152.6367,23.6
-30.6612,152.2684,19.3
-30.6593,152.6263,18.4
-30.6588,152.2193,27.9
-30.6584,152.2532,12.1
-30.6572,152.2297,50.3
-30.656,152.2642,61.4
-30.6557,152.24,27.4
-30.6542,152.2503,31.3
-30.6529,152.2841,57.6
-30.6528,152.1963,58.0
-30.6527,152.6348,15.7
-30.6513,152.2069,43.3
-30.6509,152.6299,21.8
-30.6506,152.7109,18.0
-30.6504,152.2707,113.8
-30.6498,152.2175,195.2
-30.6497,152.2681,44.8
-30.6478,152.2564,25.1
-30.6475,152.7318,7.1
-30.6474,152.2382,44.7
-30.6458,152.7426,6.5
-30.6446,152.2392,18.8
-30.643,152.2595,23.0
-30.6423,152.7073,21.4
-30.6415,152.7091,17.9
-30.6414,152.2221,26.7
-30.64,152.7196,29.5
-30.6389,152.2086,30.1
-30.6384,152.7301,41.9
-30.6368,152.7334,40.8
-30.6343,152.74200000000002,24.0
-30.6332,152.7114,22.8
-30.6316,152.7277,22.0
-30.2239,150.0932,11.9
-30.1972,150.1977,11.3
-30.1955,152.7148,24.7
-30.1917,152.7086,59.6
-30.1873,152.7181,31.3
-30.1871,152.6856,59.7
-30.186,152.6712,11.5
-30.1845,152.7029,44.3
-30.1835,152.6785,49.5
-30.1818,152.6877,17.5
-30.1816,152.711,45.0
-30.1785,152.6586,127.0
-30.1779,152.7049,45.5
-30.1769,152.6692,876.0
-30.1753,152.6799,235.1
-30.1743,152.625,17.4
-30.174,152.7056,28.6
-30.1734,152.6813,55.0
-30.1727,152.6355,191.4
-30.1712,152.6903,48.4
-30.1711,152.64600000000002,279.4
-30.1698,152.6738,42.5
-30.1695,152.6567,289.9
-30.1686,152.67600000000002,23.2
-30.1679,152.6674,213.5
-30.1662,152.678,42.8
-30.166,152.6619,25.7
-30.1659,152.6009,13.8
-30.1652,152.6231,27.3
-30.1636,152.6337,64.3
-30.1632,152.5859,17.2
-30.1622,152.6409,24.0
-30.162,152.6442,84.5
-30.1604,152.6549,197.5
-30.1588,152.6655,225.3
-30.158,152.6787,28.4
-30.1561,152.6696,33.7
-30.153000000000002,152.6425,7.6
-30.1501,152.6979,92.4
-30.1498,152.6636,33.9
-30.1477,152.7423,77.5
-30.1451,152.72799999999998,682.9
-30.1446,152.7236,155.2
-30.1426,152.7352,514.0
-30.1423,152.7129,101.2
-30.14,152.7206,352.9
-30.1395,152.6979,45.3
-30.1372,152.7051,72.0
-30.1364,152.6936,86.9
-30.1347,152.6908,28.9
-30.1345,152.7303,20.9
-30.1321,152.9914,24.0
-30.1317,152.7151,36.2
-30.1312,152.9754,38.5
-30.1311,152.6761,13.9
-30.1306,152.7205,46.4
-30.1295,152.6867,17.1
-30.1294,152.7229,20.6
-30.1289,152.7003,35.7
-30.1279,152.6974,17.2
-30.1278,152.7466,55.5
-30.1267,152.7076,36.9
-30.1266,152.7685,62.4
-30.1266,152.8078,32.3
-30.1266,152.8293,13.5
-30.1264,152.6865,11.9
-30.1264,152.8776,36.1
-30.1263,152.9642,62.9
-30.1261,152.7572,13.6
-30.1246,152.7486,47.3
-30.1243,152.9579,52.3
-30.1241,152.6935,16.6
-30.124000000000002,152.7539,35.4
-30.124000000000002,152.8751,13.3
-30.1223,152.9655,39.6
-30.1215,152.7396,96.7
-30.1213,152.789,17.2
-30.1209,152.8344,42.8
-30.1208,152.9778,29.9
-30.1207,152.9761,29.6
-30.1199,152.7504,224.1
-30.1199,152.9933,27.5
-30.1196,152.7996,18.4
-30.1188,152.6954,10.1
-30.1188,152.8465,16.6
-30.1187,152.5105,12.6
-30.1186,152.7764,29.7
-30.1182,152.9636,23.2
-30.1181,152.987,38.9
-30.118000000000002,152.8102,44.9
-30.1173,152.8758,61.4
-30.1167,152.7715,14.7
-30.1164,152.8207,13.4
-30.1162,152.832,44.3
-30.1161,152.7709,15.4
-30.1157,152.8866,37.2
-30.1157,152.9496,40.4
-30.1135,152.8174,53.0
-30.1133,152.9362,35.3
-30.1132,152.9636,57.8
-30.1128,152.8034,24.4
-30.1122,152.9603,70.8
-30.1121,152.5059,24.8
-30.1115,152.9743,32.5
-30.1112,152.4985,48.6
-30.1108,152.74200000000002,14.0
-30.1104,152.9801,26.9
-30.1102,152.9538,66.8
-30.1098,152.6935,34.3
-30.1096,152.5088,137.4
-30.1091,152.9293,25.4
-30.1082,152.7041,51.1
-30.1074,152.9402,98.2
-30.1057,152.951,76.9
-30.1056,152.7129,52.1
-30.1052,152.9518,22.5
-30.1041,152.9616,28.4
-30.104,152.5069,24.8
-30.104,152.9827,35.8
-30.103,152.6986,21.2
-30.1028,152.5141,20.9
-30.1027,152.938,19.7
-30.1024,152.9724,86.4
-30.1021,152.4967,92.0
-30.1006,152.5071,77.0
-30.1,152.4983,15.1
-30.0981,152.5035,26.8
-30.0932,152.5089,17.3
-30.0931,152.4949,52.2
-30.0916,152.9813,6.6
-30.0915,152.5054,88.4
-30.0902,152.4931,15.1
-30.0899,152.5158,32.6
-30.0899,152.9787,29.5
-30.0892,152.5004,26.8
-30.0875,152.9637,33.5
-30.0859,152.9745,225.4
-30.0843,152.9852,27.0
-30.0842,152.5007,46.1
-30.0841,152.9917,12.9
-30.0827,151.6263,15.2
-30.0825,152.5036,28.2
-30.0813,152.5186,13.5
-30.0812,151.6366,12.0
-30.0809,152.514,78.5
-30.0784,152.5027,17.0
-30.0784,152.9619,31.9
-30.0768,152.9726,319.8
-30.0751,152.9834,34.3
-30.073,152.5664,29.8
-30.0714,152.5769,69.3
-30.0698,152.5874,21.7
-30.0676,152.9708,10.5
-30.0663,151.6125,38.8
-30.0648,151.6228,35.2
-30.0644,151.4317,37.2
-30.0639,152.5646,7.2
-30.0629,151.442,148.1
-30.0614,151.4524,129.0
-30.061,152.9235,12.3
-30.0607,152.5857,13.6
-30.06,151.4627,94.8
-30.0592,152.9026,17.7
-30.0591,152.5963,32.2
-30.0576,152.9131,89.5
-30.0568,151.4196,5.2
-30.0567,152.8582,9.4
-30.0564,152.7372,29.6
-30.055999999999997,152.924,31.3
-30.0554,151.43,232.9
-30.055,152.8687,16.5
-30.0547,152.7481,16.2
-30.0539,151.4403,635.7
-30.0531,152.7587,9.5
-30.0531,152.9399,12.6
-30.0525,151.4507,351.0
-30.0523,151.3869,73.0
-30.0519,151.4447,32.0
-30.0511,152.7458,12.2
-30.051,151.461,63.2
-30.0508,151.3972,61.9
-30.0507,152.9265,35.6
-30.0493,151.4076,90.4
-30.0486,152.732,8.9
-30.0479,151.4179,47.8
-30.0474,151.4671,70.0
-30.0464,151.4283,148.4
-30.0463,152.9045,32.5
-30.0459,152.8668,67.2
-30.0454,151.3683,32.8
-30.045,152.8119,24.5
-30.0449,151.4386,178.0
-30.0448,152.7421,9.4
-30.0439,151.3787,109.1
-30.0439,152.8976,15.7
-30.0433,152.8226,36.0
-30.0425,151.389,37.4
-30.041,151.3994,52.5
-30.0403,152.9321,33.0
-30.0402,152.9291,46.4
-30.0395,151.4097,47.4
-30.0392,151.4412,58.6
-30.0382,152.9245,42.4
-30.0381,151.42,52.9
-30.0375,152.7995,42.2
-30.0364,151.3667,146.1
-30.0359,152.8101,45.9
-30.0349,151.377,101.6
-30.0342,152.8208,28.0
-30.0335,151.3873,43.1
-30.0324,152.8249,8.4
-30.031999999999996,151.3977,80.7
-30.0305,151.408,181.4
-30.0291,151.4183,120.9
-30.0284,152.7977,12.1
-30.0274,151.365,163.1
-30.0273,151.3676,66.0
-30.0268,152.8083,8.6
-30.0261,151.439,11.2
-30.026,151.3753,47.8
-30.0245,151.3856,29.4
-30.023000000000003,151.39600000000002,39.7
-30.0216,151.4063,13.8
-30.0206,152.3627,16.0
-30.0199,151.3529,69.3
-30.0184,151.3632,134.9
-30.017,151.3736,22.0
-30.0164,151.3584,34.9
-30.0123,152.3531,172.2
-30.0109,151.3512,41.5
-30.0104,152.3773,58.9
-30.0095,151.3615,51.6
-30.0077,152.3626,29.4
-30.006999999999998,152.3592,39.4
-30.0036,151.3552,33.7
-30.0036,152.5349,32.6
-30.0033,152.3514,360.1
-30.0019,151.3495,48.2
-30.0017,152.3619,349.6
-30.0015,152.3513,19.6
-30.0005,151.3598,38.0
-29.9995,152.3795,18.9
-29.9968,152.3649,20.2
-29.9948,152.355,48.2
-29.9933,152.3654,40.6
-29.9929,151.3478,51.8
-29.9915,151.3581,34.0
-29.9909,151.3519,28.3
-29.9889,152.3324,33.9
-29.9854,152.868,36.0
-29.984,151.3461,54.3
-29.9826,152.858,33.4
-29.9825,151.3564,27.5
-29.9824,152.8754,25.6
-29.9816,152.8033,9.5
-29.9812,152.498,11.3
-29.980999999999998,152.8686,51.4
-29.9802,152.33700000000002,9.3
-29.9799,152.8609,23.3
-29.9783,152.3427,7.4
-29.9782,151.3486,24.5
-29.9761,152.901,67.6
-29.975,151.3443,36.7
-29.9749,152.8702,15.2
-29.9745,152.9116,8.8
-29.9735,152.8562,36.7
-29.9719,152.8668,24.3
-29.9703,152.8775,50.1
-29.9693,152.8631,13.6
-29.969,152.9223,9.0
-29.967,152.8991,140.0
-29.9664,152.9081,10.5
-29.965999999999998,151.3426,30.3
-29.9653,152.9097,100.9
-29.96,152.4019,10.4
-29.9584,152.4123,7.0
-29.9579,152.8971,30.9
-29.9569,152.4229,10.9
-29.9562,152.9079,22.2
-29.9487,152.8953,11.7
-29.8979,152.8134,8.8
-29.8735,152.6662,41.4
-29.8719,152.6768,22.9
-29.8647,152.2874,24.1
-29.8637,152.3012,36.7
-29.8622,152.3116,19.3
-29.8548,152.2937,14.4
-29.8511,152.2839,11.1
-29.8482,152.7704,7.3
-29.8466,152.781,41.0
-29.8464,152.6649,34.4
-29.8459,152.7304,12.5
-29.840999999999998,152.6697,15.7
-29.84,152.8236,39.0
-29.8384,152.8343,32.1
-29.8373,152.66299999999998,21.9
-29.833000000000002,152.8154,199.6
-29.8314,152.8261,635.2
-29.8304,152.3375,12.5
-29.8297,152.8368,22.8
-29.8283,152.6611,15.4
-29.8271,152.7923,22.9
-29.8255,152.8029,127.5
-29.8251,152.826,11.4
-29.825,152.6427,12.0
-29.8239,152.8136,457.9
-29.8233,152.6445,24.5
-29.8222,152.8242,230.0
-29.8208,152.6487,31.7
-29.8201,152.6377,30.9
-29.8164,152.8011,25.4
-29.8146,152.8284,186.4
-29.8119,152.8139,149.2
-29.8021,152.5257,12.5
-29.7946,152.5133,16.3
-29.793000000000003,152.5238,63.1
-29.7914,152.5343,211.5
-29.7881,152.5064,16.2
-29.7865,152.5169,91.9
-29.7849,152.5275,469.2
-29.7837,152.4733,35.7
-29.7834,152.53799999999998,381.7
-29.7822,152.4838,9.6
-29.779,152.5046,25.5
-29.7775,152.5151,741.2
-29.7759,152.5257,1384.0
-29.7747,152.4715,105.2
-29.7743,152.5362,131.2
-29.7731,152.482,62.3
-29.7729,152.2347,23.7
-29.7723,152.5613,46.9
-29.77,152.5027,27.9
-29.7685,152.578,23.5
-29.7684,152.5132,336.2
-29.7682,152.2659,23.8
-29.768,152.5379,28.2
-29.7668,152.5238,163.6
-29.7656,152.5622,18.0
-29.7654,152.0341,10.6
-29.7643,152.5294,29.2
-29.7595,152.0115,16.9
-29.7592,152.2641,14.3
-29.758000000000003,152.0219,69.5
-29.7574,152.5181,23.4
-29.7564,152.0323,500.8
-29.7549,152.0426,155.3
-29.7548,152.0297,34.9
-29.7535,151.9967,19.0
-29.7505,152.0097,63.5
-29.7498,152.0397,15.4
-29.749000000000002,152.0201,115.0
-29.7484,152.0213,67.6
-29.7474,152.0305,97.9
-29.7469,152.0242,69.6
-29.7459,152.0409,113.5
-29.7437,152.0079,19.4
-29.7415,152.0081,76.3
-29.7401,151.9934,15.7
-29.74,152.0184,59.4
-29.7369,152.0392,22.8
-29.7347,152.0192,26.4
-29.7328,152.0153,23.6
-29.7325,152.0063,11.7
-29.7325,152.0099,23.9
-29.730999999999998,152.0167,18.3
-29.6823,152.2201,64.0
-29.6808,152.2307,64.4
-29.6661,152.1425,12.0
-29.663,152.1582,40.5
-29.6612,152.2373,43.6
-29.6597,152.2477,22.0
-29.6581,152.2583,10.5
-29.6554,152.22799999999998,20.8
-29.6506,152.246,42.1
-29.6495,152.2569,29.8
-29.649,152.2565,64.7
-29.647,152.2333,97.5
-29.6422,152.2495,46.7
-29.6416,152.2251,58.4
-29.6412,152.2607,73.5
-29.6406,152.2599,49.5
-29.64,152.5023,26.1
-29.6391,152.2706,64.0
-29.6363,152.2268,217.2
-29.6359,152.2529,119.1
-29.6357,152.4967,13.1
-29.6351,152.2326,29.3
-29.6347,152.2373,299.5
-29.6337,152.2285,70.8
-29.6316,152.2583,152.8
-29.6304,152.2041,12.1
-29.6302,152.51,17.4
-29.6301,152.2688,109.2
-29.6288,152.2145,43.1
-29.6285,152.2193,58.7
-29.6285,152.279,15.4
-29.6274,152.2577,31.0
-29.6274,152.4952,23.9
-29.6273,152.225,82.6
-29.6257,152.2354,113.8
-29.6252,152.5013,15.4
-29.6242,152.246,27.3
-29.6241,152.2352,39.2
-29.6226,152.2565,98.5
-29.6225,152.4867,15.4
-29.6224,152.2486,40.4
-29.6213,152.2201,40.5
-29.621,152.2669,43.2
-29.6171,152.5304,8.6
-29.6142,152.2522,18.1
-29.6136,152.2545,26.1
-29.5717,152.4724,15.8
-29.5702,152.3871,11.0
-29.4085,152.6283,6.3
-29.4069,152.6387,7.3
-29.4052,152.6493,112.6
-29.4024,152.6213,28.6
-29.4008,152.6317,26.4
-29.3992,152.6422,21.7
-29.3976,152.6529,48.1
-29.3933,152.6194,39.5
-29.3918,152.6297,98.2
-29.3902,152.6403,121.4
-29.3891,152.5857,43.3
-29.3885,152.651,138.7
-29.3874,152.5964,35.9
-29.3869,152.6617,18.4
-29.3858,152.607,44.4
-29.3849,152.6311,15.3
-29.3843,152.6173,374.0
-29.3827,152.6278,208.0
-29.3815,152.5735,48.7
-29.38,152.5837,49.4
-29.3796,152.66299999999998,22.5
-29.3768,152.6051,25.8
-29.3768,152.6481,24.3
-29.3764,152.586,15.9
-29.375999999999998,152.6549,28.8
-29.3752,152.6154,192.1
-29.3741,152.6339,18.0
-29.3736,152.6259,29.5
-29.3734,152.5697,10.0
-29.3732,152.577,18.8
-29.3645,152.624,48.5
-29.3625,152.6426,75.4
-29.3605,151.6605,22.7
-29.3599,152.6282,81.0
-29.359,151.6707,39.5
-29.3579,152.8009,27.8
-29.3575,151.681,115.7
-29.3575,152.7695,27.0
-29.355999999999998,151.6912,146.2
-29.3554,152.6223,27.3
-29.3552,152.7864,106.9
-29.3549,151.675,71.2
-29.353,151.6485,133.3
-29.351999999999997,151.6519,19.4
-29.3516,152.7974,30.1
-29.3515,151.6588,101.1
-29.3508,152.745,30.2
-29.3501,151.6986,42.5
-29.35,151.66899999999998,46.7
-29.3485,151.6792,26.6
-29.3474,151.6911,13.4
-29.3472,152.8033,66.8
-29.346999999999998,151.6263,7.3
-29.3465,151.6483,38.6
-29.3455,151.6365,125.3
-29.3448,152.7727,153.0
-29.3445,152.7885,245.2
-29.344,151.6468,201.7
-29.3432,152.7658,108.7
-29.343000000000004,152.6418,19.7
-29.3425,151.657,18.2
-29.3425,151.7203,21.7
-29.3424,151.5938,14.6
-29.3417,152.7733,60.5
-29.340999999999998,151.7306,10.1
-29.3409,151.60399999999998,105.3
-29.3395,151.6143,169.5
-29.3389,152.7582,25.9
-29.3389,152.8001,78.0
-29.338,151.6245,156.8
-29.3377,151.873,8.9
-29.3374,152.7933,103.5
-29.3366,152.8062,30.3
-29.3365,151.6348,69.3
-29.3362,151.8832,10.6
-29.3349,151.5818,26.4
-29.3338,152.7912,31.1
-29.3334,151.5921,168.7
-29.3321,151.7288,23.4
-29.331999999999997,151.6023,789.5
-29.3306,152.769,56.5
-29.3305,151.6125,227.4
-29.3303,152.6506,22.9
-29.3291,152.7618,56.3
-29.329,151.6228,16.9
-29.3274,151.5699,44.4
-29.3259,151.5801,61.2
-29.3255,152.746,34.7
-29.3249,152.6379,25.8
-29.3245,151.5903,152.6
-29.3231,151.7271,30.9
-29.323,151.6006,318.4
-29.3228,152.7364,103.4
-29.3227,152.7311,29.6
-29.3215,151.6108,17.1
-29.3211,152.72899999999998,111.0
-29.3199,151.5579,37.4
-29.3184,151.5681,140.8
-29.316999999999997,151.5784,23.9
-29.3151,152.7573,89.2
-29.3148,152.7488,49.1
-29.3141,152.6467,25.2
-29.3121,152.734,52.8
-29.311999999999998,152.3578,17.0
-29.3118,152.7549,45.9
-29.3115,152.6706,55.5
-29.311,151.5562,117.3
-29.3095,151.5664,26.3
-29.3092,152.7186,34.8
-29.3091,152.7402,62.3
-29.3091,152.7853,36.1
-29.307,152.7248,117.7
-29.3069,152.7662,29.7
-29.3065,152.7875,24.5
-29.3064,152.7249,28.4
-29.3049,151.5339,16.6
-29.3042,152.7514,48.1
-29.3038,152.7725,44.5
-29.3035,151.5442,118.3
-29.302,151.5544,59.8
-29.3014,152.7365,43.6
-29.3011,152.7577,67.9
-29.301,152.7527,183.4
-29.3005,152.6812,21.0
-29.2985,152.7211,13.2
-29.2984,152.7429,66.0
-29.298000000000002,152.6582,19.1
-29.2974,151.52200000000002,20.1
-29.2961,151.8487,39.0
-29.2959,151.5322,174.0
-29.2958,152.7903,10.9
-29.2957,152.7275,25.0
-29.295,152.781,26.8
-29.2946,151.8589,24.5
-29.2945,151.5425,57.2
-29.2935,151.8374,29.4
-29.2931,152.7751,34.0
-29.293000000000003,152.6687,127.4
-29.2928,152.7211,58.6
-29.2923,152.3648,14.5
-29.2914,152.6793,823.9
-29.2904,152.7601,92.3
-29.2898,152.6899,17.3
-29.2877,152.7454,81.0
-29.2849,151.8551,21.9
-29.2849,152.73,34.1
-29.2847,152.667,9.0
-29.2839,152.6669,32.2
-29.2823,152.6774,116.1
-29.2822,152.7151,16.5
-29.2817,152.3736,30.5
-29.2794,152.6998,14.1
-29.2767,152.6848,38.6
-29.274,152.6698,17.7
-29.2722,152.6208,34.1
-29.2706,152.6313,36.2
-29.2683,152.3778,15.4
-29.2679,152.5875,19.5
-29.2593,152.5208,18.0
-29.2494,152.3994,10.9
-29.2484,151.4114,17.3
-29.2395,151.4097,30.7
-29.2361,151.4128,13.8
-29.2305,151.408,50.4
-29.229,151.4183,13.1
-29.2264,151.8181,27.6
-29.2234,151.4081,20.9
-29.22,151.4165,46.0
-29.2197,151.8132,23.1
-29.2174,151.8164,42.0
-29.2164,152.5407,14.6
-29.2152,152.5167,21.3
-29.2127,151.4095,35.0
-29.2113,151.4197,23.1
-29.2079,152.5966,44.5
-29.2055,151.7718,10.0
-29.2045,152.5254,93.4
-29.204,152.5906,27.7
-29.2029,152.536,91.7
-29.2024,152.6011,87.1
-29.2023,151.418,36.6
-29.2022,152.412,18.0
-29.2008,151.4283,18.2
-29.198,151.7599,17.0
-29.197,152.5133,106.5
-29.1965,151.7701,8.5
-29.1954,152.5238,831.4
-29.1949,152.5888,25.7
-29.1938,152.5343,280.6
-29.1937,152.4188,29.0
-29.1935,151.7273,25.7
-29.1933,152.5993,72.7
-29.1918,151.4266,38.2
-29.191,151.774,21.6
-29.19,151.7761,14.6
-29.1899,151.7542,30.5
-29.1868,151.7591,15.0
-29.1863,152.52200000000002,75.3
-29.186,151.7153,23.1
-29.1847,152.5325,44.6
-29.1845,151.7255,177.8
-29.1832,152.543,28.7
-29.1814,151.4351,24.5
-29.1804,151.7255,20.2
-29.1799,151.4454,68.1
-29.1784,151.4556,39.3
-29.1773,152.52,15.1
-29.177,151.7136,91.7
-29.1757,152.5306,115.6
-29.1755,151.7238,25.6
-29.1748,151.4448,30.4
-29.1747,151.7162,19.3
-29.1741,152.5411,45.3
-29.1736,152.4212,19.0
-29.1695,151.4539,92.1
-29.1682,152.5182,19.8
-29.168000000000003,151.4641,68.5
-29.1677,152.59,20.3
-29.1666,152.5287,109.9
-29.1665,151.4743,39.5
-29.165,151.4846,29.5
-29.165,152.5391,166.2
-29.1649,152.575,79.7
-29.1636,151.4948,13.1
-29.1634,152.5497,19.1
-29.1629,152.4301,123.0
-29.1621,152.5596,81.7
-29.1613,152.4406,32.5
-29.159000000000002,152.701,34.3
-29.1575,152.5266,41.4
-29.1574,152.7114,44.3
-29.1538,152.4323,56.2
-29.1525,151.4862,17.6
-29.1523,152.4429,25.4
-29.1516,151.5136,11.2
-29.1509,152.4366,16.2
-29.1501,151.5239,13.0
-29.1501,152.4302,12.3
-29.15,152.5145,25.1
-29.1487,151.5341,19.3
-29.1484,152.525,35.9
-29.1483,152.7095,11.4
-29.1472,151.5443,28.4
-29.1457,151.5546,10.9
-29.1444,152.7091,12.7
-29.1432,152.4411,65.1
-29.1428,151.6382,10.9
-29.1427,151.575,17.2
-29.1427,152.4539,8.4
-29.1413,151.5853,15.6
-29.1413,151.6484,49.0
-29.14,152.439,14.6
-29.1398,151.5956,38.4
-29.1398,151.6587,78.0
-29.1383,151.6058,55.6
-29.1381,153.3052,30.3
-29.136999999999997,153.298,33.1
-29.1368,151.616,147.7
-29.1363,151.6315,16.2
-29.1353,151.6263,205.4
-29.1351,153.3027,27.7
-29.1342,153.3131,20.6
-29.1338,151.6365,25.0
-29.1323,151.6467,72.3
-29.131999999999998,152.5153,12.1
-29.1317,153.299,17.0
-29.1315,151.6544,18.9
-29.1309,151.657,9.9
-29.129,151.6456,17.7
-29.1277,153.3076,9.0
-29.1256,151.628,11.2
-29.1243,153.257,8.6
-29.1235,152.4479,34.7
-29.1219,152.4584,26.4
-29.1218,153.2429,21.2
-29.1211,153.2274,74.0
-29.1196,153.2323,108.4
-29.1175,153.252,40.6
-29.1159,152.54,38.7
-29.1157,152.5544,18.6
-29.1149,153.2376,24.7
-29.1145,153.2576,67.8
-29.114,153.2597,27.6
-29.1135,152.5334,29.4
-29.1129,152.5392,8.5
-29.1128,153.2625,46.4
-29.1115,153.2458,53.3
-29.1101,152.4627,12.2
-29.1064,153.2233,41.7
-29.1048,152.5569,40.3
-29.1048,153.2344,183.4
-29.1035,153.2621,21.0
-29.1031,153.2452,30.0
-29.101999999999997,152.5416,38.4
-29.101,153.2481,23.5
-29.0999,153.2533,48.3
-29.0972,153.2216,92.2
-29.0955,153.2325,566.8
-29.0938,153.2434,124.3
-29.0906,153.2502,13.8
